headword_as_printed	expanded_form	pos	glosses	source_page	scan_url	bucket
Գաղաադ			Galaad.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Գաղատիա			Galatia	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Գաղերիոս			Galerius.	dict-801.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Գաղղիա			Gallia; France; Gaul; Gallia, France, Gaul	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Գամիրք			Cappadocia.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Գայետան			Gajetan.	dict-801.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf398.jpg	appendix
Գայիրէ			Cairo.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Գանգէս			Ganges.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Գառնի			Garny.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Գարդման			Guardman.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Գեթսեմանի			Gethsemane.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Գեհոն			Gihon.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Գեննատիոս			Gennatius.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Գեննարիոս			Gennarius; Januarius.; Gennarius, Januarius.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Գեննեսարէթ			Gennesareth.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Գենուա			Genoa.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Գերմանիա			Germany	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Գերտրուդա		f.	Gertrude.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Գիարա				dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Գլակ			Kelace.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Գլոդիլտէ		f.	Clotilda.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Գլուխ Բարեյուսոյ			the Cape of Good Hope.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Գնել			Kenél.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Գոբենհակէն			Copenhagen.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Գոդարգոս			Godard.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Գոթ			Goth.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Գոթլանտիա			Gothland.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Գոհարինէ		f.	Gemma.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Գողգոթա			Golgotha.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Գողթն			Colthen.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Գողիաթ			Goliath; Goliah.; Goliath, Goliah.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Գոմոյի լիճ			the Lake of Como.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Գոնրատ			Conrad.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Գոպլէնց			Coblentz.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Գորգոն			Gorgo, -n.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Գորդիոս			Gortius.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Գուգարք			Gugaria.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Գոթ, Գութ, Գութք			Goths.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Գուշար			Gooshar.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Գուրգէն			Koorken.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Գուրիաս			Gurias.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Գրակքեանք			the Gracchi.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Գրակքոս			Gracchus.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Գրանատա			Granada.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Գրատիա		f.	Grace.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Գրեմոնա			Cremona.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Գրոտիոս			Grotius.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Դալիլա		f.	Dalilah.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Դակիա			Dacia; Transylvania.; Dacia, Transylvania.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Դաղմատիա			Dalmatia.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Դամասկոս			Damascus (Sham-el-Kebeer).	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Դամարիս		f.	Damaris.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Դամիանոս			Damianus.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Դամոկլէս			Damocles.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Դանայիտք		f.	the Danaides.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Դանեցի			Dane.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Դանիա			Denmark; Danemark.; Denmark, Danemark.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Դանուբ			the Danube.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Դարանաղի			Daranalia.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Դարբանդ			Derbent.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Դաւրէժ			Tauris.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Դեբորա		f.	Deborah; Deb; Debby.; Deborah, Deb, Debby.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Դելտայ			Delta.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Դեկապոլիս			Decapolis.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Դեկիոս			Decius.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Դեկոս			Decius.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Դեղփէ			Delphi; Delphos.; Delphi, Delphos.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Դերենիկ			Derenice.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Դերջան			Dertchian.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Դէովկիս			Deioces.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Դիդոն			Dido.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Դիդով			Dido.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Դիկտէ			Dicte.	dict-815.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Դիմոկրատէս			Democrates.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Դիմոկրիտոս			Democritus.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Դինա		f.	Dinah.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Դինդորէդդոյ			Tintoretto.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Դիոմիդէս			Diomedes; Diomed.; Diomedes, Diomed.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Դիոնեսիոս			Dionysius; Denis.; Dionysius, Denis.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Դիոսպոլիս			Diospolis.	dict-814.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Դիրոլ			the Tyrol.	dict-815.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Դիցիանոս			Tiziano.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Դկլաթ				dict-815.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Դոդովնա			Dodona.	dict-815.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Դոլաբելլա			Dolabella.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Դոմետ			Domitianus; Domitian.; Domitianus, Domitian.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Դոմնա		f.	Domna; Dolly.; Domna.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Դորիա			Doris.	dict-815.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Դորոթէա		f.	Dorothea; Dorothy; Doll; Dolly.; Dorothea, Dorothy, Doll, Dolly.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Դուին			Dwin.	dict-815.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Վարդենի, -դուհի		f.	Rose.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Դուրին			Turin, Augustus Taurinorum.	dict-815.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Դրակոն			Draco; Dracon.; Draco, Dracon.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Դրուսիլլա		f.	Drusilla.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Դրուսոս			Druso; Drusus.; Druso, Drusus.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Եբէ		f.	Hebe.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Եբորա			Ebora.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Եբրոս			Ebro, Hebrus.	dict-815.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Եգեան ծով			the Ægean sea.	dict-815.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Եգերիա		f.	Egeria.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Եդեսիա			Edessa, Urfah.	dict-815.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Եդիթ		f.	Edith.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Եդոմ			Idume, Idumæa; -այեցի, Idumean.; Idume, Idumæa	dict-815.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Եթովպիա			Ethiopia; -ցի, -ո.; Ethiopia	dict-815.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Ելեանովրա		f.	Eleanor; Eleonora.; Eleanor, Eleonora.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Ելեկտրա		f.	Electra.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Ելեւսիս			Eleusis.	dict-815.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Ելիզա		f.	Eliza.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Ելլադա				dict-815.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Ելլեսպոնտոս			Hellespont.	dict-815.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Ելոյիզա		f.	Eloisa; Heloisa.; Eloisa, Heloisa.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Ելպիս		f.	Elpis.	dict-802.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Եկբատան			Ecpatan.; Ecbatan.	dict-815.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Եմեսա			Emessa.	dict-815.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Եմիլիա		f.	Emilia; Emily.; Emilia, Emily.	dict-803.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Եմիլիոս			Emilius.	dict-803.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Եմմա		f.	Emma.	dict-803.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Եմպետոկլէս			Empedocles.	dict-803.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Եուդլանտ			Jutland.	dict-815.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
Եպամինոնդ			Epaminondas.	dict-803.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf399.jpg	appendix
Եպիդաւրոս			Epidaurus.	dict-815.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf405.jpg	appendix
