headword_as_printed	expanded_form	pos	glosses	source_page	scan_url	bucket
Սդուարդ			Stuart; Stewart.; Stuart, Stewart.	dict-810.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Սդուդկարտ			Stuttgard.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սդոքհոլմ			Stockholm.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սդրազպուրկ			Strasburg.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սեաւ ծով			the Black Sea.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սեբաստիա			Sivas, Sebaste.; Sebaste.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սեդրակ			Shadrach.	dict-810.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Սելեւկիա			Seleucia.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սեմ			Shem.	dict-810.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Սենեկա			Seneca.	dict-810.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Սենեկամպիա			Senegambia.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սերգիոս			Sergius.	dict-810.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Սերենա		f.	Serena.	dict-810.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Սերոբէ			Seraphin; -us.; Seraphin, -us.	dict-810.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Սերվիա			Servia.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սեւերոս			Severus.	dict-810.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Սէլիմ			Selim.	dict-810.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Սէկիւռ			Ségur.	dict-810.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Սէյլան			Ceylon.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սիամ			Siam.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սիգիսմունդ			Sigismund.	dict-810.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Սիդոն			Sidon, Saide.; Saide.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սիլեզիա			Silesia.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սիլլա			Sylla.	dict-810.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Սիկիլիա			Sicily; -ցի, -lian.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սիկիոն			Sicyon.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սիմ			Sim (mount).	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սիմէոն, Սիմոն			Simeon; Simon.; Simeon, Simon.	dict-810.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Սիմէոն, Սիմոն			Simeon; Simon.; Simeon, Simon.	dict-810.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Սինա			Sinai.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սինէացի			Chinese; -ցւոց աշխ. China.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սինոպ			Sinope.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սիոն			Sion or Zion.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սիպերիա			Siberia.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սիս			Sis.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սիւնիք or Սիսական			Sünik or Sissagan.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սիսարա			Sisera.	dict-810.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Սիսիանոս			Sisianus.	dict-810.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Սիրակուսա			Syracuse.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սիւղիանոս			Solianus.	dict-810.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Սիւնիք or Սիսական			Sünik or Sissagan.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սիւրիա			Syria, Soristan.; Soristan.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սիւքէմ			Shechem.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սկանդինաւիա			Scandinavia.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սկեւոլա			Scævola.	dict-810.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Սկիւթիա			Scythia, Tartary.; Tartary.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սկլաւոնիա			Sclavonia.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սկովտիա			Scotland.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սմբատաւան			Sempadawan.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սմոլենսքոյ			Smolensk, -o.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սմրղանդ			Samarcand.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սոգդիանէ			Sogdiana.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սոդոմ			Sodom.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սոկինեանք			Socinians.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սողոմէ		f.	Solomy.	dict-810.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Սողոմոն			Solomon; Sol.; Solomon, Sol.	dict-810.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Սորէնդոյ			Sorrento.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սուէզ			Suez.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սուէտք			Sweden.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սուրաթ			Surat, Soorat.; Soorat.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սոփրոնիա		f.	Sophronia.	dict-810.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Սպահան			Ispahan.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սպանիա			Spain; -ցի, Spaniard.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սպարտա			Sparta.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սպարտակոս			Spartacus.	dict-810.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Սպինոզա			Spinosa.	dict-810.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Սպիրիդոն			Spiridion.	dict-810.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Ստաթէոս				dict-810.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Ստանիսլաւ			Stanislaus.	dict-810.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Ստեփանիա		f.	Stephania; Fanny.; Stephania, Fanny.	dict-810.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Ստեփանոս			Stephen.	dict-810.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Սփիցպէրկ			Spitzbergen.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Սքալիկեր			Scaliger.	dict-810.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Վադերլու			Waterloo.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Վալաքիա			Wallachia.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Վախթանգ			Vakhthanges.	dict-810.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Վաղարշակերտ			Valarsacerta.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Վաղարշապատ			Valarsapate.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Վաղարշաւան			Valarsawan.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Վաղենտիա			Valencia, Valentia.; Valentia.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Վաղերիա		f.	Valeria.	dict-810.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Վաղինակ			Valinace.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Վանանդ			Vanant.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Վասակաշէն			Vassagashen.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Վասիլուհի		f.	Vasiloohy; Basilla.; Vasiloohy, Basilla.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Վարդանակերտ			Vartanacerta.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Վարշաւիա, Վարսավիա			Warsaw.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Վարշաւիա, Վարսավիա			Warsaw.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Վենետիկ			Venice.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Վեսուվ			Vesuvius.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Վերոնա			Verona.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Վերոնիքա		f.	Veronica.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Վերսայլ			Versailles.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Վէհ			Superius.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Վիեննա			Vienne.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Վիկտորիա		f.	Victoria.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Վինկենտիոս, Վինչենցիոս			Vincent; Vin.; Vincent, Vin.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Վինֆրետա		f.	Winifred.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Վիշապաքաղաք			Vishabacalack.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Վիչենցա			Vicenza.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Վիսիգոթք			Visigoths.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Վիւրդէմպէրկ			Wurtemberg.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Վիքլիֆ			Wickliff.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Վոլթէռ			Voltaire.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Վոլկա			Wolga.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Վոլսկեանք			Volsci.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Վուլքանոյ			Volcan.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Վռամ			Varanes, (Bahram).	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Վրաստան			Georgia.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Վրկան			Hyrcania; -այ ծով, Hyrcanum Mare.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Վրոյր			Vruir.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Տաբիթա		f.	Tabitha.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Տագէս			Tages.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Տաճատ			Dagiade, Tagiatius.; Tagiatius.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Տաճիկք			the Turks.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Տամիէդ			Damietta.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Տայք			Daïk (Taocki).	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Տանայիս			Tanaïs.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Տանգրետ			Tancred.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Տանձիք			Dantzic.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Տարագոս			Taracus.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Տարենտոն			Tarentum.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Տարկուինիա		f.	Tarquinia.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Տարկուինոս			Tarquin.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Տարսոն			Tarsus, Tarsoon.; Tarsoon.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Տարօն			Taron.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Տաւալակիր			Dhawalaghiri.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Տաւրիս			Tauris.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Տորոս, Տաւրոս			Taurus.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Տենեդոս			Tenedos.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Տերենտիա		f.	Terentia.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Տերենտիոս			Terence.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Տերէոս			Tereus.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Տէմիսվարինոն			Themeschwar.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Տիարպէքիր			Diarbekir.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Տիբեր, -իոս			Tiberius.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Տիբերիu			Tiber.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Տիբուլլոս			Tibullus.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Տիգրանակերտ			Tigranocerta.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Տիգրիս			Tigris, Hiddekel.; Hiddekel.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Տիզբոն			Ctesiphon.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Տիմոն			Timon.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Տիսիփոն			Tisiphone.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Տիտանեանք			the Titans.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Տիտանիա		f.	Titania.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Տիրան			Tiranium; Tyrannio (St.).; Tiranium: Tyrannio (St.).	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Տիրտէոս			Tyrtæus.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Տիւրոն			Tiro.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Տիւրոս			Tyrus, Sur.; Sur.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Տնեբեր			Dnieper.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Տնեսդեր			Dniester.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Տոմինիքինոյ			Dominichino.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Տորոս, Տաւրոս			Taurus.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Տորք			Dork.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Տուլլիա		f.	Tullia.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Տուրուբերան			Toorooperan.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Տրայիանուպօլիս			Trajanopolis.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Տրապիզոն			Trebizond.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Տրէզտա			Dresden.	dict-819.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf407.jpg	appendix
Տրէվէրի			Trier; Treves.	dict-820.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf408.jpg	appendix
Տրիփոն			Tryphon.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Տրոյիա			Troy	dict-820.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf408.jpg	appendix
Տրովադա			Troy	dict-820.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf408.jpg	appendix
Տփխիս			Tiflis.	dict-820.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf408.jpg	appendix
Ցուրիք			Zurich.	dict-820.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf408.jpg	appendix
Փաբիանոս			Fabian.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Փաբիոլա			Fabiola.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Փալարիս			Phalaris.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Փայտակարան			Païdagaran.	dict-820.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf408.jpg	appendix
Փառնաս			Pharnas.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Փառնաւազ			Pharnouas.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Փասիս			Phasis.	dict-820.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf408.jpg	appendix
Փարաւոն			Pharaoh.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Փարսալիա			Pharsalia.	dict-820.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf408.jpg	appendix
Փարսման			Pharasman.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Փաւստինա		f.	Faustina.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Փաւստոս			Faust; Faustus.; Faust, Faustus.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Փեբոս			Phœbus.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Փեբրոնէ		f.	Phebronia; Febronia.; Phebronia, Febronia.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Փեդրա		f.	Phædra.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Փեդրարքա			Petrarca.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Փեդրոս			Phœdrus.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Փիբէ		f.	Phœbe.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Փիդիաս			Phidias.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Փիլատելփիա			Philadelphia.	dict-820.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf408.jpg	appendix
Փիլեմոն			Philemon.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Փիլիկտիմոն			Philictimon.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Փիլիպպինա		f.	Philippina.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Փիլոկտետ			Philoctetes.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Փիլոմելա		f.	Philomela.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Փիլոստրատոս			Philostratus.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Փիսոն			Pison.	dict-820.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf408.jpg	appendix
Փիւնիկէ			Phœnice.	dict-820.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf408.jpg	appendix
Փիւնիկիա			Phœnice.	dict-820.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf408.jpg	appendix
Փլորա		f.	Flora.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Փլորենտիա		f.	Florence.	dict-811.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf403.jpg	appendix
Փոկէա			Phocæa	dict-820.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf408.jpg	appendix
Փովկիս			Phocæa	dict-820.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf408.jpg	appendix
Փոտինոս			Photinus.	dict-812.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Փորտունէ		f.	Fortune.	dict-812.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Փռիւգիա			Phrygia.	dict-820.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf408.jpg	appendix
Փռիքսոս			Phryxus.	dict-812.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Փսիքէ		f.	Psyche.	dict-812.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Փրանկիսկիա		f.	Frances, Fan.	dict-812.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Փրեդերիկ, -ոս			Frederic, Fred.	dict-812.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Քալիֆորնիա			California.	dict-820.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf408.jpg	appendix
Քաղդէացւոց աշխարհ			Chaldea.	dict-820.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf408.jpg	appendix
Քաղկեդոն			Calcedon.	dict-820.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf408.jpg	appendix
Քանանու երկիր			Cananea; Canaan.	dict-820.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf408.jpg	appendix
Քանատայ			Canada.	dict-820.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf408.jpg	appendix
Քանարեան կղզիք			the Canaries; Fortunate Islands.	dict-820.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf408.jpg	appendix
Քանովա			Canova.	dict-812.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Քանտիա			Candia.	dict-820.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf408.jpg	appendix
Քերոբէ			Cherubin, -us.	dict-812.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Քերոնիա			Chæronea.	dict-820.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf408.jpg	appendix
Քէնդէրպրի			Canterbury.	dict-820.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf408.jpg	appendix
Քիապրերա			Chiabrera.	dict-812.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
Քիլի			Chili.	dict-820.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf408.jpg	appendix
Քիրոն			Chiron.	dict-812.png	https://archive.org/download/ANewDictionaryArmenian-english/page/leaf404.jpg	appendix
